species_key,common_name,scientific_name,entry_type,final_status,asset_status,local_file_path,storage_path,public_url,image_license,image_source_url,credit,notes
yellow-lab-cichlid_species,Yellow Lab Cichlid,Labidochromis caeruleus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/yellow-lab-cichlid_species.png,ai/yellow-lab-cichlid_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
electric-blue-hap_species,Electric Blue Hap,Sciaenochromis fryeri,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/electric-blue-hap_species.png,ai/electric-blue-hap_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
red-zebra-cichlid_species,Red Zebra Cichlid,Maylandia estherae,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/red-zebra-cichlid_species.png,ai/red-zebra-cichlid_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
demasoni-cichlid_species,Demasoni Cichlid,Chindongo demasoni,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/demasoni-cichlid_species.png,ai/demasoni-cichlid_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
peacock-cichlid_species,Peacock Cichlid,Aulonocara sp.,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/peacock-cichlid_species.png,ai/peacock-cichlid_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
bronze-corydoras_species,Bronze Corydoras,Corydoras aeneus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/bronze-corydoras_species.png,ai/bronze-corydoras_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
albino-corydoras_variety,Albino Corydoras,Corydoras aeneus,variety,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/albino-corydoras_variety.png,ai/albino-corydoras_variety.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
peppered-corydoras_species,Peppered Corydoras,Corydoras paleatus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/peppered-corydoras_species.png,ai/peppered-corydoras_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
panda-corydoras_species,Panda Corydoras,Corydoras panda,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/panda-corydoras_species.png,ai/panda-corydoras_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
sterbai-corydoras_species,Sterbai Corydoras,Corydoras sterbai,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/sterbai-corydoras_species.png,ai/sterbai-corydoras_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
julii-corydoras_species,Julii Corydoras,Corydoras julii,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/julii-corydoras_species.png,ai/julii-corydoras_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
three-line-corydoras_species,Three-line Corydoras,Corydoras trilineatus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/three-line-corydoras_species.png,ai/three-line-corydoras_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
pygmy-corydoras_species,Pygmy Corydoras,Corydoras pygmaeus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/pygmy-corydoras_species.png,ai/pygmy-corydoras_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
salt-and-pepper-corydoras_species,Salt and Pepper Corydoras,Corydoras habrosus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/salt-and-pepper-corydoras_species.png,ai/salt-and-pepper-corydoras_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
skunk-corydoras_species,Skunk Corydoras,Corydoras arcuatus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/skunk-corydoras_species.png,ai/skunk-corydoras_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
adolfos-corydoras_species,Adolfo's Corydoras,Corydoras adolfoi,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/adolfos-corydoras_species.png,ai/adolfos-corydoras_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
orange-venezuelan-corydoras_species,Orange Venezuelan Corydoras,Corydoras venezuelanus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/orange-venezuelan-corydoras_species.png,ai/orange-venezuelan-corydoras_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
otocinclus-catfish_species,Otocinclus Catfish,Otocinclus affinis,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/otocinclus-catfish_species.png,ai/otocinclus-catfish_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
glass-catfish_species,Glass Catfish,Kryptopterus vitreolus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/glass-catfish_species.png,ai/glass-catfish_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
pictus-catfish_species,Pictus Catfish,Pimelodus pictus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/pictus-catfish_species.png,ai/pictus-catfish_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
redtail-catfish_species,Redtail Catfish,Phractocephalus hemioliopterus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/redtail-catfish_species.png,ai/redtail-catfish_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
tiger-shovelnose-catfish_species,Tiger Shovelnose Catfish,Pseudoplatystoma tigrinum,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/tiger-shovelnose-catfish_species.png,ai/tiger-shovelnose-catfish_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
iridescent-shark-catfish_species,Iridescent Shark Catfish,Pangasianodon hypophthalmus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/iridescent-shark-catfish_species.png,ai/iridescent-shark-catfish_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
upside-down-catfish_species,Upside-down Catfish,Synodontis nigriventris,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/upside-down-catfish_species.png,ai/upside-down-catfish_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
featherfin-synodontis_species,Featherfin Synodontis,Synodontis eupterus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/featherfin-synodontis_species.png,ai/featherfin-synodontis_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
bristlenose-pleco_species,Bristlenose Pleco,Ancistrus cirrhosus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/bristlenose-pleco_species.png,ai/bristlenose-pleco_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
albino-bristlenose-pleco_variety,Albino Bristlenose Pleco,Ancistrus cirrhosus,variety,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/albino-bristlenose-pleco_variety.png,ai/albino-bristlenose-pleco_variety.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
super-red-bristlenose-pleco_variety,Super Red Bristlenose Pleco,Ancistrus cirrhosus,variety,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/super-red-bristlenose-pleco_variety.png,ai/super-red-bristlenose-pleco_variety.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
longfin-bristlenose-pleco_variety,Longfin Bristlenose Pleco,Ancistrus cirrhosus,variety,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/longfin-bristlenose-pleco_variety.png,ai/longfin-bristlenose-pleco_variety.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
common-pleco_species,Common Pleco,Hypostomus plecostomus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/common-pleco_species.png,ai/common-pleco_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
sailfin-pleco_species,Sailfin Pleco,Pterygoplichthys gibbiceps,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/sailfin-pleco_species.png,ai/sailfin-pleco_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
clown-pleco_species,Clown Pleco,Panaqolus maccus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/clown-pleco_species.png,ai/clown-pleco_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
rubber-lip-pleco_species,Rubber Lip Pleco,Chaetostoma milesi,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/rubber-lip-pleco_species.png,ai/rubber-lip-pleco_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
zebra-pleco_species,Zebra Pleco,Hypancistrus zebra,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/zebra-pleco_species.png,ai/zebra-pleco_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
gold-nugget-pleco_species,Gold Nugget Pleco,Baryancistrus xanthellus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/gold-nugget-pleco_species.png,ai/gold-nugget-pleco_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
blue-phantom-pleco_species,Blue Phantom Pleco,Hemiancistrus sp.,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/blue-phantom-pleco_species.png,ai/blue-phantom-pleco_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
green-phantom-pleco_species,Green Phantom Pleco,Hemiancistrus subviridis,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/green-phantom-pleco_species.png,ai/green-phantom-pleco_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
royal-pleco_species,Royal Pleco,Panaque nigrolineatus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/royal-pleco_species.png,ai/royal-pleco_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
snowball-pleco_species,Snowball Pleco,Hypancistrus inspector,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/snowball-pleco_species.png,ai/snowball-pleco_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
clown-loach_species,Clown Loach,Chromobotia macracanthus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/clown-loach_species.png,ai/clown-loach_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
kuhli-loach_species,Kuhli Loach,Pangio kuhlii,species,licensed_photo,ready_real_image,database/seed/species_images/generated/real/kuhli-loach_species.jpg,real/kuhli-loach_species.jpg,,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Kuhli_loach_in_aquarium.jpg,Iidkk,Verified CC BY-SA 4.0 on Wikimedia Commons file page. Download status: downloaded locally.
black-kuhli-loach_species,Black Kuhli Loach,Pangio oblonga,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/black-kuhli-loach_species.png,ai/black-kuhli-loach_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
zebra-loach_species,Zebra Loach,Botia striata,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/zebra-loach_species.png,ai/zebra-loach_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
yoyo-loach_species,Yoyo Loach,Botia almorhae,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/yoyo-loach_species.png,ai/yoyo-loach_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
dwarf-chain-loach_species,Dwarf Chain Loach,Ambastaia sidthimunki,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/dwarf-chain-loach_species.png,ai/dwarf-chain-loach_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
skunk-loach_species,Skunk Loach,Yasuhikotakia morleti,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/skunk-loach_species.png,ai/skunk-loach_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
hillstream-loach_species,Hillstream Loach,Beaufortia leveretti,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/hillstream-loach_species.png,ai/hillstream-loach_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
reticulated-hillstream-loach_species,Reticulated Hillstream Loach,Sewellia lineolata,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/reticulated-hillstream-loach_species.png,ai/reticulated-hillstream-loach_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
horseface-loach_species,Horseface Loach,Acantopsis dialuzona,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/horseface-loach_species.png,ai/horseface-loach_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
weather-loach_species,Weather Loach,Misgurnus anguillicaudatus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/weather-loach_species.png,ai/weather-loach_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
asian-arowana_species,Asian Arowana,Scleropages formosus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/asian-arowana_species.png,ai/asian-arowana_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
malaysian-golden-arowana_morph,Malaysian Golden Arowana,Scleropages formosus,morph,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/malaysian-golden-arowana_morph.png,ai/malaysian-golden-arowana_morph.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
red-arowana_morph,Red Arowana,Scleropages formosus,morph,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/red-arowana_morph.png,ai/red-arowana_morph.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
green-arowana_morph,Green Arowana,Scleropages formosus,morph,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/green-arowana_morph.png,ai/green-arowana_morph.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
silver-arowana_species,Silver Arowana,Osteoglossum bicirrhosum,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/silver-arowana_species.png,ai/silver-arowana_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
black-arowana_species,Black Arowana,Osteoglossum ferreirai,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/black-arowana_species.png,ai/black-arowana_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
jardini-arowana_species,Jardini Arowana,Scleropages jardini,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/jardini-arowana_species.png,ai/jardini-arowana_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
senegal-bichir_species,Senegal Bichir,Polypterus senegalus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/senegal-bichir_species.png,ai/senegal-bichir_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
ornate-bichir_species,Ornate Bichir,Polypterus ornatipinnis,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/ornate-bichir_species.png,ai/ornate-bichir_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
delhezi-bichir_species,Delhezi Bichir,Polypterus delhezi,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/delhezi-bichir_species.png,ai/delhezi-bichir_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
endlicheri-bichir_species,Endlicheri Bichir,Polypterus endlicheri,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/endlicheri-bichir_species.png,ai/endlicheri-bichir_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
rope-fish_species,Rope Fish,Erpetoichthys calabaricus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/rope-fish_species.png,ai/rope-fish_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
clown-knifefish_species,Clown Knifefish,Chitala ornata,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/clown-knifefish_species.png,ai/clown-knifefish_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
black-ghost-knifefish_species,Black Ghost Knifefish,Apteronotus albifrons,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/black-ghost-knifefish_species.png,ai/black-ghost-knifefish_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
fire-eel_species,Fire Eel,Mastacembelus erythrotaenia,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/fire-eel_species.png,ai/fire-eel_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
peacock-eel_species,Peacock Eel,Macrognathus siamensis,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/peacock-eel_species.png,ai/peacock-eel_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
spotted-gar_species,Spotted Gar,Lepisosteus oculatus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/spotted-gar_species.png,ai/spotted-gar_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
florida-gar_species,Florida Gar,Lepisosteus platyrhincus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/florida-gar_species.png,ai/florida-gar_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
tiger-datnoid_species,Tiger Datnoid,Datnioides microlepis,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/tiger-datnoid_species.png,ai/tiger-datnoid_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
silver-datnoid_species,Silver Datnoid,Datnioides polota,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/silver-datnoid_species.png,ai/silver-datnoid_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
peacock-bass_species,Peacock Bass,Cichla ocellaris,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/peacock-bass_species.png,ai/peacock-bass_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
motoro-stingray_species,Motoro Stingray,Potamotrygon motoro,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/motoro-stingray_species.png,ai/motoro-stingray_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
freshwater-archerfish_species,Freshwater Archerfish,Toxotes microlepis,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/freshwater-archerfish_species.png,ai/freshwater-archerfish_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
banded-archerfish_species,Banded Archerfish,Toxotes jaculatrix,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/banded-archerfish_species.png,ai/banded-archerfish_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
common-goldfish_species,Common Goldfish,Carassius auratus,species,licensed_photo,ready_real_image,database/seed/species_images/generated/real/common-goldfish_species.jpg,real/common-goldfish_species.jpg,,Public Domain,https://commons.wikimedia.org/wiki/File:Goldfish3.jpg,Heptagon,Verified Public Domain. Released by copyright holder on Wikimedia Commons. Download status: downloaded locally.
comet-goldfish_variety,Comet Goldfish,Carassius auratus,variety,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/comet-goldfish_variety.png,ai/comet-goldfish_variety.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
shubunkin-goldfish_variety,Shubunkin Goldfish,Carassius auratus,variety,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/shubunkin-goldfish_variety.png,ai/shubunkin-goldfish_variety.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
fantail-goldfish_variety,Fantail Goldfish,Carassius auratus,variety,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/fantail-goldfish_variety.png,ai/fantail-goldfish_variety.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
oranda-goldfish_variety,Oranda Goldfish,Carassius auratus,variety,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/oranda-goldfish_variety.png,ai/oranda-goldfish_variety.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
ranchu-goldfish_variety,Ranchu Goldfish,Carassius auratus,variety,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/ranchu-goldfish_variety.png,ai/ranchu-goldfish_variety.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
ryukin-goldfish_variety,Ryukin Goldfish,Carassius auratus,variety,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/ryukin-goldfish_variety.png,ai/ryukin-goldfish_variety.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
telescope-goldfish_variety,Telescope Goldfish,Carassius auratus,variety,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/telescope-goldfish_variety.png,ai/telescope-goldfish_variety.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
black-moor-goldfish_variety,Black Moor Goldfish,Carassius auratus,variety,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/black-moor-goldfish_variety.png,ai/black-moor-goldfish_variety.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
pearlscale-goldfish_variety,Pearlscale Goldfish,Carassius auratus,variety,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/pearlscale-goldfish_variety.png,ai/pearlscale-goldfish_variety.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
lionhead-goldfish_variety,Lionhead Goldfish,Carassius auratus,variety,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/lionhead-goldfish_variety.png,ai/lionhead-goldfish_variety.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
bubble-eye-goldfish_variety,Bubble Eye Goldfish,Carassius auratus,variety,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/bubble-eye-goldfish_variety.png,ai/bubble-eye-goldfish_variety.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
celestial-eye-goldfish_variety,Celestial Eye Goldfish,Carassius auratus,variety,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/celestial-eye-goldfish_variety.png,ai/celestial-eye-goldfish_variety.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
koi_species,Koi,Cyprinus rubrofuscus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/koi_species.png,ai/koi_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
kohaku-koi_variety,Kohaku Koi,Cyprinus rubrofuscus,variety,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/kohaku-koi_variety.png,ai/kohaku-koi_variety.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
sanke-koi_variety,Sanke Koi,Cyprinus rubrofuscus,variety,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/sanke-koi_variety.png,ai/sanke-koi_variety.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
